,country3,region,subregion,place_name,station_name,notes,type,icao,lat,lon,elev
231,USA,AK,Lake and Peninsula Borough,Levelock,Levelock,,,K9Z8,59.12808333,-156.8586389,16.8
232,USA,AK,Bethel Census Area,Lime Village,Lime Village,,,K2AK,61.35913056,-155.4403861,166.1
233,USA,AK,Yukon-Koyukuk Census Area,Livengood,Livengood Camp,,,K4AK,65.47261778,-148.6691711,130.2
234,USA,AK,North Slope Borough,Lonely|Kokruagarok,DEW Station,,,PALN,70.917,-153.25,6.0
235,USA,AK,Ketchikan Gateway Borough,Loring,Loring,,,K13Z,55.60130583,-131.6366831,0.0
236,USA,AK,Yukon-Koyukuk Census Area,Manley Hot Springs,Manley Hot Springs,,,PAML,64.987944,-150.647583,83.8
237,USA,AK,Dillingham Census Area,Manokotak,Manokotak,,,PAMB,58.932056,-158.901889,32.3
238,USA,AK,Wade Hampton Census Area,Marshall|Fortuna Ledge,Marshall Don Hunter Sr,,,KMDM,61.86427778,-162.0261097,35.1
239,USA,AK,Wade Hampton Census Area,Marshall|Fortuna Ledge,Marshall,,,PADM,61.864167,-162.026111,23.0
240,USA,AK,Valdez-Cordova Census Area,Mccarthy|May Creek,Jakes Bar,,,KAK0,61.21872167,-142.8898253,327.4
241,USA,AK,Yukon-Koyukuk Census Area,McGrath,McGrath,,,PAMC,62.952783,-155.607047,104.2
242,USA,AK,Yukon-Koyukuk Census Area,Mcgrath|McGrath,Mc Grath,,,K16Z,62.957985,-155.5931792,99.1
243,USA,AK,Denali Borough,McKinley|McKinley Park,National Park,,,PAIN,63.732597,-148.910639,524.3
244,USA,AK,Bethel Census Area,Mekoryuk,Mekoryuk,,,PAMY,60.372389,-166.270194,16.2
245,USA,AK,Bethel Census Area,Merrill Pass West|Old Village (historical),Merrill Pass West,,,PAER,61.2667,-153.8,357.0
246,USA,AK,Annette Island Reserve,Metlakatla,Seaplane Base,,,PAMM,55.13104528,-131.5780675,0.0
247,USA,AK,City and Borough of Wrangell,Meyers Chuck,Meyers Chuck,,,K84K,55.73963611,-132.2550183,0.0
248,USA,AK,-,Middleton Island,Middleton Island AP | Middleton Island Intermediate Field (formerly),,,PAMD,59.449944,-146.307242,30.5
249,USA,AK,Yukon-Koyukuk Census Area,Minchumina|Lake Minchumina,Minchumina AP | Minchumina Intermediate Field,,,PAMH,63.885972,-152.301833,207.6
250,USA,AK,Yukon-Koyukuk Census Area,Minto,Minto Al Wright,,,K51Z,65.14816944,-149.3685903,152.1
251,USA,AK,Kenai Peninsula Borough,Moose Pass|Dahl,Summit Lake,,,K52Z,60.64108111,-149.4971344,396.2
252,USA,AK,Wade Hampton Census Area,Mountain Village,Mountain Village AP,,,PAMO,62.094778,-163.682861,103.3
253,USA,AK,Valdez-Cordova Census Area,Nabesna,Devils Mtn Lodge AP|Devil Mtn,,,PABN,62.40184611,-142.9954681,877.8
254,USA,AK,Lake and Peninsula Borough,Nakeen,Nakeen,,,K76Z,58.927605,-157.0471522,15.2
255,USA,AK,Bristol Bay Borough,Naknek,Naknek,,,K5NK,58.73288056,-157.0199197,21.3
256,USA,AK,Bristol Bay Borough,Naknek|King Salmon,King Salmon AP | Naknek Intermediate Field,,,PAKN,58.676494,-156.648692,22.3
257,USA,AK,Matanuska-Susitna Borough,Nancy Lake|Willow Lake,Nancy Lake,,,K78Z,61.685025,-149.9801611,65.2
258,USA,AK,Bethel Census Area,Napakiak,Napakiak AP,,,PANA,60.690333,-161.9785,4.9
259,USA,AK,Bethel Census Area,Napaskiak,Napaskiak AP,,,PAPK,60.702917,-161.778306,7.3
260,USA,AK,Aleutians East Borough,Nelson Lagoon,Nelson Lagoon,,,KOUL,56.00753611,-161.1603672,4.3
261,USA,AK,Aleutians East Borough,Nelson Lagoon,Nelson Lagoon,,,PAOU,56.007536,-161.160367,5.0
262,USA,AK,Yukon-Koyukuk Census Area,Nenana,Nenana Muni AP,,,PANN,64.547331,-149.073975,112.2
264,USA,AK,Dillingham Census Area,New Stuyahok,New Stuyahok,,,PANW,59.451528,-157.373167,113.1
265,USA,AK,Bethel Census Area,Newtok,Newtok,,,KWWT,60.92365417,-164.6562139,1.8
266,USA,AK,Bethel Census Area,Newtok,Newtok AP,,,PAEW,60.939139,-164.64125,7.6
267,USA,AK,Bethel Census Area,Nightmute,Nightmute,,,PAGT,60.47104722,-164.7008389,2.1
268,USA,AK,Yukon-Koyukuk Census Area,Nikolai,Nikolai,,,PAFS,63.018558,-154.358439,136.2
269,USA,AK,Aleutians West Census Area,Nikolski,Nikolski,,,PAKO,52.941556,-168.849028,23.2
270,USA,AK,Northwest Arctic Borough,Noatak,Noatak,,,PAWN,67.561167,-162.980417,27.7
271,USA,AK,Nome Census Area,Nome,Nome City Field,,,K94Z,64.51142228,-165.3902302,21.0
272,USA,AK,Nome Census Area,Nome,AP | Mark Field AAF | Markfield,,,PAOM,64.512556,-165.444389,12.2
273,USA,AK,Lake and Peninsula Borough,Nondalton,Nondalton AP,,,PANO,59.980231,-154.839175,95.7
274,USA,AK,Kent County,Noorvik|Andrewsville,Robert Curtis Memorial AP,,,PFNO,66.817528,-161.02225,16.8
275,USA,AK,Northwest Arctic Borough,Noorvik|Old Kotzebue,Robert/bob/curtis Memorial,,,KD76,66.81752778,-161.02225,16.5
276,USA,AK,Fairbanks North Star Borough,North Pole|Highland Park,Bradley Sky-ranch,,,K95Z,64.75922222,-147.3876389,147.2
277,USA,AK,Annette Island Reserve,North Whale Pass,North Whale,,,K96Z,56.11631056,-133.1217153,0.0
278,USA,AK,Southeast Fairbanks Census Area,Northway,Northway AP | Northway Intermediate Field,,,PAOR,62.961167,-141.928083,524.3
279,USA,AK,North Slope Borough,Nuiqsut,Nuiqsut AP,,,PAQT,70.209833,-151.006472,13.7
280,USA,AK,Yukon-Koyukuk Census Area,Nulato,Nulato AP,,,PANU,64.729333,-158.074222,123.4
281,USA,AK,Bethel Census Area,Nunapitchuk,Nunapitchuk,,,K16A,60.90601083,-162.4405911,6.4
282,USA,AK,Kodiak Island Borough,Old Harbor,Old Harbor,,,K6R7,57.21810306,-153.2697494,16.8
283,USA,AK,Kodiak Island Borough,Olga Bay|Akhiok,Olga Bay,,,KKOY,57.1614525,-154.2297933,0.0
284,USA,AK,-,Oliktok Point/lrrs Aiportak,Oliktok Point/lrrs Aiportak,,,POLI,70.496389,-149.881389,15.0
285,USA,AK,Yukon-Koyukuk Census Area,Ophir,Ophir,,,KZ17,63.1460375,-156.529865,181.4
286,USA,AK,Kodiak Island Borough,Ouzinkie,Ouzinkie,,,K4K5,57.92287611,-152.5005111,30.2
287,USA,AK,Matanuska-Susitna Borough,Palmer|Butte,Butte Muni,,,KAK1,61.53031528,-149.0176361,19.5
288,USA,AK,Matanuska-Susitna Borough,Palmer|Farm Loop,Palmer Muni AP,,,PAAQ,61.594917,-149.088722,75.6
289,USA,AK,Matanuska-Susitna Borough,Palmer|Lakes,Gooding Lake,,,K2D3,61.62771944,-149.2390694,152.4
290,USA,AK,Valdez-Cordova Census Area,Paxson,Paxson,,,PAXK,63.024581,-145.50055,808.6
291,USA,AK,Lake and Peninsula Borough,Pedro Bay,Pedro Bay,,,K4K0,59.78960972,-154.1238331,25.3
292,USA,AK,Valdez-Cordova Census Area,Perry Island|Kiniklik (historical),Perry Island,,,KPYL,60.68528694,-147.9187361,0.0
293,USA,AK,Lake and Peninsula Borough,Perryville,Perryville AP,,,PAPE,55.906725,-159.160831,8.8
294,USA,AK,Wrangell-Petersburg Census Area,Petersburg,Lloyd R. Roundtree Seaplane Facility,,,K63A,56.81131972,-132.9600567,0.0
295,USA,AK,Wrangell-Petersburg Census Area,Petersburg,Petersburg,,,PAPG,56.801472,-132.946222,34.4
296,USA,AK,Lake and Peninsula Borough,Pilot Point,Pilot Point,,,KPNP,57.58038056,-157.5719569,17.4
299,USA,AK,Lake and Peninsula Borough,Pilot Point,Pilot Point,,,PAPN,57.580381,-157.571958,17.4
300,USA,AK,Wade Hampton Census Area,Pilot Station,Pilot Station,,,K0AK,61.93455556,-162.8995556,144.2
301,USA,AK,Bethel Census Area,Platinum,Platinum,,,PAPM,59.017831,-161.827192,5.5
302,USA,AK,North Slope Borough,Point Hope,Point Hope AP,,,PAPO,68.34875,-166.799278,5.5
303,USA,AK,North Slope Borough,Point Lay,DEW,,,PPIZ,69.732889,-163.005333,8.5
304,USA,AK,-,Point Thomson Airstrip,Point,ADD/20161013,,PAAD,70.136,-146.290028,7.0
305,USA,AK,Petersburg Census Area,Port Alexander,SPB,The AHP FAA identifier is current in 2009 FAA LID (090529TV).,,PAAP,56.24684222,-134.6481539,0.0
306,USA,AK,Annette Island Reserve,Port Alice,Port Alice,,,K16K,55.78490528,-133.5942236,0.0
307,USA,AK,Lake and Peninsula Borough,Port Alsworth,Port Alsworth,,,KTPO,60.20433333,-154.3188728,85.3
308,USA,AK,Lake and Peninsula Borough,Port Alsworth,Wilder/Natwick LLC,ADD/20190717.,,PAKX,60.19848,-154.32305,87.8
309,USA,AK,Nome Census Area,Port Clarence|Point Clarence,CGS,,,PAPC,65.253456,-166.857628,3.0
310,USA,AK,Lake and Peninsula Borough,Port Heiden,AP | Fort Morrow Emergency Field,,,PAPH,56.9591,-158.633361,29.0
311,USA,AK,Aleutians East Borough,Port Moller,Port Moller AFLD,,,PAAL,56.005986,-160.560792,6.0
312,USA,AK,Annette Island Reserve,Port Protection,Port Protection,,,K19P,56.32880417,-133.6100844,0.0
313,USA,AK,Sitka City and Borough,Port Walter|Big Port Walter (historical),Port Walter,,,KPWR,56.38101722,-134.6509311,0.0
314,USA,AK,Kodiak Island Borough,Port Williams,Port Williams,,,KKPR,58.49013694,-152.582165,0.0
315,USA,AK,Dillingham Census Area,Portage Creek,Portage Creek AP,,,PAOC,58.906525,-157.711167,39.3
317,USA,AK,Yukon-Koyukuk Census Area,Prospect Creek|Coldfoot,Prospect Creek,,,PAPR,66.814056,-150.643611,333.5
318,USA,AK,North Slope Borough,Prudhoe Bay,Prudhoe Bay,,,PAUD,70.25,-148.3333,17.0
319,USA,AK,-,Puntilla,Lake,,,PAPT,62.1,-152.75,560.0
320,USA,AK,Matanuska-Susitna Borough,Purkeypile|Chelatna Lodge,Purkeypile,,,K01A,62.94361083,-152.2700164,622.1
321,USA,AK,Yukon-Koyukuk Census Area,Quail Creek|Rampart,Quail Creek,,,K20K,65.35398083,-149.7622242,480.4
322,USA,AK,Nome Census Area,Quartz Creek|Dahl,Quartz Creek /kougarok/,,,K5QC,65.40593306,-164.6557247,126.8
323,USA,AK,Bethel Census Area,Quinhagak,Quinhagak,,,KAQH,59.75509444,-161.8453667,12.5
324,USA,AK,Bethel Census Area,Quinhagak|Kwinhagak,Quinhagak AP,,,PAQH,59.755094,-161.845367,10.0
325,USA,AK,-,Rainy Pass,Rainy Pass Lodge,,,K6AK,62.08414194,-152.7175247,579.1
326,USA,AK,Northwest Arctic Borough,Red Dog Mine,Red Dog Mine AP,Official ICAO (090529TV).,,PADG,68.032111,-162.899194,295.4
327,USA,AK,Yukon-Koyukuk Census Area,Ruby,Ruby,,,PARY,64.727214,-155.469889,200.3
328,USA,AK,Wade Hampton Census Area,Russian Mission,Russian Mission,,,PARS,61.774892,-161.3194,17.7
329,USA,AK,Petersburg Census Area,Saginaw Bay|Kake,Saginaw,,,KA23,56.88633222,-134.1583878,0.0
330,USA,AK,Wade Hampton Census Area,Saint Marys|St Marys|Andreafsky|Pitkas Point,Saint Marys,,,PASM,62.060833,-163.301833,95.1
331,USA,AK,Nome Census Area,Salmon Lake|Pilgrim Springs,Salmon Lake,,,KZ81,64.90924778,-165.0126275,155.1
332,USA,AK,Kodiak Island Borough,San Juan|Port O'Brien,San Juan /uganik/,,,KWSJ,57.73037444,-153.3205972,0.0
333,USA,AK,Aleutians East Borough,Sand Point,Sand Point,,,PASD,55.313694,-160.521417,7.0
335,USA,AK,Nome Census Area,Savoonga,Savoonga,,,PASA,63.686278,-170.493167,18.0
336,USA,AK,Wade Hampton Census Area,Scammon Bay,Scammon Bay,,,PACM,61.844542,-165.57375,6.7
337,USA,AK,Northwest Arctic Borough,Selawik,Selawik,,,PASK,66.600139,-159.98575,5.2
338,USA,AK,Kenai Peninsula Borough,Seldovia,Seldovia,,,KA27,59.43410528,-151.7076611,0.0
339,USA,AK,Kenai Peninsula Borough,Seldovia,Seldovia,,,PASO,59.443906,-151.705042,8.8
340,USA,AK,Kenai Peninsula Borough,Seward,Seward,,,KSWD,60.12693833,-149.4188122,8.2
342,USA,AK,Kenai Peninsula Borough,Seward,Seward,,,PAWD,60.11666667,-149.45,9.0
343,USA,AK,Yukon-Koyukuk Census Area,Shageluk,Shageluk AP,,,PAHX,62.692306,-159.569222,23.8
344,USA,AK,Nome Census Area,Shaktoolik,Shaktoolik,,,K2C7,64.37108333,-161.2239722,7.3
345,USA,AK,Nome Census Area,Shaktoolik,Shaktoolik AP,,,PFSH,64.371083,-161.223972,7.3
347,USA,AK,Matanuska-Susitna Borough,Sheep Mountain|Glacier View,Sheep Mountain,,,PASP,61.811281,-147.509053,838.2
348,USA,AK,Aleutians West Census Area,Shemya|Attu,Eareckson AFS | Shemya AFB | Shemya NS,,,PASY,52.712258,174.113589,29.6
349,USA,AK,Nome Census Area,Shishmaref,Shishmaref,,,PASH,66.249583,-166.089361,4.0
350,USA,AK,Northwest Arctic Borough,Shungnak,Shungnak AP | Shungnak Intermediate Field,,,PAGH,66.888078,-157.162403,62.5
351,USA,AK,Hoonah-Angoon Census Area,Sisters Island|Hoonah,Sisters Island,,,PASS,58.1667,-135.25,0.0
352,USA,AK,-,Sitka (met Radar Site)ak,Sitka (met Radar Site)ak,,,PAKA,60.872389,-146.691167,3.0
353,USA,AK,Sitka City and Borough,Sitka|Mount Edgecumbe,Sitka,,,KA29,57.05213778,-135.3462086,0.0
354,USA,AK,Sitka City and Borough,Sitka|Mount Edgecumbe,Japonski AP,,,PASI,57.046833,-135.361069,7.9
355,USA,AK,Skagway Municipality,Skagway,Skagway,,,K7K2,59.44689528,-135.3226633,0.0
356,USA,AK,Skagway Municipality,Skagway,Skagway,,,PAGY,59.460061,-135.315664,13.4
358,USA,AK,Matanuska-Susitna Borough,Skwentna,Skwentna Intermediate Field,,,PASW,61.966114,-151.195392,45.1
359,USA,AK,Bethel Census Area,Sleetmute,Sleetmute,,,PASL,61.7005,-157.165861,58.2
360,USA,AK,Kenai Peninsula Borough,Soldotna,Soldotna Hospital H,,,KSD1,60.49137333,-151.0777794,30.2
362,USA,AK,Kenai Peninsula Borough,Soldotna,Soldotna,,,PASX,60.475139,-151.039639,34.4
363,USA,AK,Kenai Peninsula Borough,Soldotna|Ridgeway,Mackeys Lakes,,,KL85,60.53361111,-150.9955556,53.3
364,USA,AK,Bristol Bay Borough,South Naknek,AP #2,,,PFWS,58.702083,-157.002583,49.4
365,USA,AK,Bethel Census Area,Sparrevohn|Lime Village,AFS,,,PASV,61.097114,-155.574808,477.0
366,USA,AK,Aleutians East Borough,Squaw Harbor,Squaw Harbor,,,K36H,55.23333917,-160.5520264,0.0
367,USA,AK,Aleutians West Census Area,St George Island|Saint George,St George Island,,,PAPB,56.577361,-169.663722,38.7
368,USA,AK,Nome Census Area,St Michael|Saint Michael,St Michael,,,PAMK,63.490056,-162.110389,29.9
369,USA,AK,Aleutians West Census Area,St. Paul Island|Saint Paul Island,St. Paul Island,,,PASN,57.166306,-170.222556,20.1
370,USA,AK,Yukon-Koyukuk Census Area,Stevens Village,Stevens Village AP,ICAO add 20210128. This is not Five Mile Airport.,,PFSV,66.01706111,-149.0543694,100.0
371,USA,AK,Denali Borough,Summit,Summit,,,PAST,63.331039,-149.128836,734.3
372,USA,AK,Matanuska-Susitna Borough,Sutton|Jonesville,Sutton,,,PAJV,61.73141639,-148.9277606,265.2
373,USA,AK,Matanuska-Susitna Borough,Tahneta Pass|Glacier View,Tahneta Pass,,,PAHE,61.9013889,-147.3044444,890.0
374,USA,AK,Juneau City and Borough,Taku Harbor,Taku Harbor,,,KA43,58.06911389,-134.0153564,0.0
375,USA,AK,-,Taku Lodge|Tulsequah,Taku Lodge,,,KTKL,58.48968306,-133.9434211,0.0
376,USA,AK,Matanuska-Susitna Borough,Talkeetna,Christiansen Lake,,,KAK8,62.31341389,-150.06935,121.9
377,USA,AK,Matanuska-Susitna Borough,Talkeetna,AP | Talkeetna Intermediate Field,,,PATK,62.321361,-150.092722,111.3
378,USA,AK,Yukon-Koyukuk Census Area,Tanana,Calhoun Memorial | Tanana Intermediate Field,,,PATA,65.174389,-152.108111,73.8
379,USA,AK,Yukon-Koyukuk Census Area,Tatalina|Takotna,Tatalina,,,PATL,62.894908,-155.978039,284.4
380,USA,AK,Valdez-Cordova Census Area,Tatitlek,Tatitlek,,,K7KA,60.87238889,-146.6911667,18.6
381,USA,AK,-,Tatitna,Tatitna,,,K8KA,62.29328694,-153.3619531,454.2
382,USA,AK,Valdez-Cordova Census Area,Tazlina|Mendeltna,Tazlina /smokey Lake/,,,K5AK,62.0634,-146.4494114,733.7
383,USA,AK,Valdez-Cordova Census Area,Tazlina|Mendeltna,Tazlina,,,KZ14,62.06478861,-146.4605219,746.8
384,USA,AK,Yukon-Koyukuk Census Area,Telida,Telida,,,K2K5,63.39387278,-153.2689733,198.1
385,USA,AK,Nome Census Area,Teller,Teller,,,PATE,65.240389,-166.339389,90.8
386,USA,AK,Southeast Fairbanks Census Area,Tetlin,Tetlin,,,K3T4,63.125,-142.5183333,509.0
387,USA,AK,Valdez-Cordova Census Area,Thompson Pass|Ptarmigan,Thompson Pass,,,KK55,61.17727028,-145.6884339,634.0
388,USA,AK,Nome Census Area,Tin City,AFS,,,PATC,65.564025,-167.922519,83.2
389,USA,AK,Dillingham Census Area,Togiak Village|Togiac Village,Togiak Village,,,PATG,59.053556,-160.396778,5.5
390,USA,AK,Southeast Fairbanks Census Area,Tok Junction,Tok Junction AP,,,PFTO,63.329514,-142.953683,500.5
391,USA,AK,Southeast Fairbanks Census Area,Tok|Tetlin Junction,Tok,,,PATJ,63.3294444,-142.9533333,491.0
392,USA,AK,Annette Island Reserve,Tokeen|New Tokeen,Tokeen,,,K57A,55.93713333,-133.3267214,0.0
393,USA,AK,Valdez-Cordova Census Area,Tolsona Lake,Tolsona Lake,,,K58A,62.11341139,-146.0410667,609.6
394,USA,AK,Bethel Census Area,Tooksok Bay|Toksook Bay,Tooksok Bay AP,,,PAOO,60.541333,-165.087194,21.9
395,USA,AK,Denali Borough,Totatlanika River|Usibelli,Totatlanika River,,,K9AK,64.02565972,-148.5223375,828.2
396,USA,AK,Bethel Census Area,Tuntutuliak,Tuntutuliak,,,KA61,60.33534556,-162.6670094,4.9
397,USA,AK,Bethel Census Area,Tuntutuliak,Tuntutuliak,,,KZ20,60.34145667,-162.6656206,4.6
398,USA,AK,Bethel Census Area,Tununak,Tununak,ICAO added 20210128.,,POKA,60.57554694,-165.2716483,18.9
399,USA,AK,Dillingham Census Area,Twin Hills,Twin Hills,,,KA63,59.074525,-160.2750417,25.0
400,USA,AK,Kenai Peninsula Borough,Tyonek,Tyonek,,,KTYE,61.0766625,-151.1380703,33.5
401,USA,AK,Lake and Peninsula Borough,Ugashik,Ugashik,,,K9A8,57.523425,-157.3959944,13.1
402,USA,AK,North Slope Borough,Umiat,AP | Umiat Intermediate Field,,,PAUM,69.371114,-152.134983,81.4
403,USA,AK,Nome Census Area,Unalakleet,AP | Unalakleet Intermediate Field,,,PAUN,63.8885,-160.799111,8.2
404,USA,AK,Aleutians West Census Area,Unalaska|Dutch Harbor,Unalaska AP|Dutch Harbor AP|Dutch Harbor Emergency Field,,,PADU,53.898944,-166.545028,7.0
405,USA,AK,Yukon-Koyukuk Census Area,Utopia Creek|Hughes,Indian Mountain AFS|Indian Mountain LRRS AP,,,PAIM,65.992772,-153.703489,384.4
406,USA,AK,Valdez-Cordova Census Area,Valdez,WSO,,,PAVW,61.13333333,-146.35,11.0
407,USA,AK,Valdez-Cordova Census Area,Valdez|Old Valdez,Robe Lake,,,KL93,61.08712222,-146.1440083,11.9
408,USA,AK,Valdez-Cordova Census Area,Valdez|Old Valdez,AP #2|Municipal AP,,,PAVD,61.134217,-146.244761,36.9
409,USA,AK,Yukon-Koyukuk Census Area,Venetie,Venetie AP,,,PAVE,67.008675,-146.366358,175.0
410,USA,AK,North Slope Borough,Wainwright,Wainwright AP,,,PAWI,70.638,-159.99475,13.7
411,USA,AK,North Slope Borough,Wainwright|Ft Wainwright,Ft Wainwright AFS|DEW Station,,,PAWT,70.6133333,-159.8602778,11.0
412,USA,AK,Nome Census Area,Wales,Wales,,,PAIW,65.622586,-168.094939,7.6
413,USA,AK,Matanuska-Susitna Borough,Wasilla,Upper Wasilla Lake,,,K3K9,61.58875,-149.3850611,100.6
414,USA,AK,Matanuska-Susitna Borough,Wasilla,Lake Lucille,,,K4A3,61.57465,-149.4727778,91.4
415,USA,AK,Matanuska-Susitna Borough,Wasilla,Wasilla Lake,,,K5L6,61.58640611,-149.4074992,100.6
416,USA,AK,Matanuska-Susitna Borough,Wasilla|Cottonwood,Wasilla AP,,,PAWS,61.571658,-149.540294,107.6
417,USA,AK,Matanuska-Susitna Borough,Wasilla|Lakes,Cottonwood Lake,,,K3H3,61.59761111,-149.3163611,91.4
418,USA,AK,Matanuska-Susitna Borough,Wasilla|Meadow Lakes,Island Lake,,,K29A,61.62890278,-149.6178403,112.8
419,USA,AK,Matanuska-Susitna Borough,Wasilla|Meadow Lakes,Seymour Lake Spb,,,K3A3,61.61346111,-149.6655694,97.5
420,USA,AK,Matanuska-Susitna Borough,Wasilla|Meadow Lakes,Blodget Lake,,,KD75,61.57608056,-149.6755694,73.8
421,USA,AK,Matanuska-Susitna Borough,Wasilla|Meadow Lakes,Visnaw Lake,,,KT66,61.61901111,-149.6785611,91.4
422,USA,AK,Annette Island Reserve,Waterfall,Waterfall,,,KKWF,55.29632278,-133.2433358,0.0
423,USA,AK,Nome Census Area,White Mountain,White Mountain AP,,,PAWM,64.689194,-163.41275,81.4
424,USA,AK,Valdez-Cordova Census Area,Whittier,Whittier,,,PATO,60.78,-148.83,29.0
425,USA,AK,Valdez-Cordova Census Area,Whittier,Whittier AP,,,PAWR,60.777169,-148.719653,11.9
426,USA,AK,Matanuska-Susitna Borough,Willow,Willow Spb,,,K2X2,61.74398889,-150.0591389,61.0
427,USA,AK,Matanuska-Susitna Borough,Willow,Willow AP,,,PAUO,61.754189,-150.051739,65.5
428,USA,AK,Matanuska-Susitna Borough,Willow|Willow Lake,Minuteman Lake,,,KMFN,61.72131111,-150.0468694,89.9
429,USA,AK,City and Borough of Wrangell,Wrangell,Wrangell,,,K68A,56.466325,-132.3800181,0.0
430,USA,AK,City and Borough of Wrangell,Wrangell,Wrangell,,,PAWG,56.484333,-132.369833,13.4
431,USA,AK,Valdez-Cordova Census Area,Yakataga|Cape Yakataga,Cape,,,PACY,60.08333333,-142.5,4.0
432,USA,AK,Yakutat City and Borough,Yakutat,Yakutat,,,K2Y3,59.5624775,-139.7410994,0.0
433,USA,AK,-,Yakutat,Alsek River,,,KA57,59.19921667,-138.451,16.2
434,USA,AK,-,Yakutat,Tanis Mesa,,,KA69,59.24804194,-138.5036706,55.8
435,USA,AK,Yakutat City and Borough,Yakutat,Yakutat AP | Yakutat Intermediate Field|Yakutat AAF,,,PAYA,59.503322,-139.660269,11.9
436,USA,AK,Yakutat City and Borough,Yakutat|Situk,Harlequin Lake,,,KA67,59.41443889,-139.0250494,34.4
437,USA,AK,Yakutat City and Borough,Yakutat|Situk,Dangerous River,,,KA70,59.40471667,-139.2329333,15.2
438,USA,AK,Yakutat City and Borough,Yakutat|Situk Village (historical),Situk,,,KA68,59.55164417,-139.5091878,18.3
439,USA,AK,Yukon-Koyukuk Census Area,Yankee Creek|Ganes Creek,Yankee Creek 2,,,KA77,63.00186806,-156.3673603,341.4
440,USA,AK,Ketchikan Gateway Borough,Yes Bay|Yes Bay (historical),Yes Bay Lodge,,,K78K,55.91630139,-131.8011336,0.0
441,USA,AK,Yukon-Koyukuk Census Area,Yukon Charley Rivers|Coal Creek,Coal Creek,,,KL20,65.31133556,-143.1354517,264.3
442,USA,AL,Henry County,Abbeville,Abbeville Muni,,,K0J0,31.60016667,-85.23816667,141.1
443,USA,AL,Winston County,Addison,Addison Muni,,,K2A8,34.20926833,-87.15806722,239.6
444,USA,AL,Shelby County,Alabaster|Varnons,Shelby County,,,KEET,33.177778,-86.783222,178.3
445,USA,AL,Marshall County,Albertville|White Oak,Albertville Regional AP & Thomas J Brumlik Field,,,K8A0,34.22911111,-86.25575,314.6
446,USA,AL,Tallapoosa County,Alexander City|Elkahatchee Park,Thomas C Russell Field AP,,,KALX,32.91475,-85.962944,208.8
447,USA,AL,Pickens County,Aliceville,George Downer AP,,,KAIV,33.106744,-88.197175,45.7
448,USA,AL,Covington County,Andalusia|Sanford,Opp AP,,,K79J,31.30875,-86.39377778,94.5
449,USA,AL,Calhoun County,Anniston|House (historical),Calhoun County,,,KANB,33.588167,-85.858111,186.5
450,USA,AL,Limestone County,Ardmore|Estaville (historical),Ardmore,,,K1M3,34.9778625,-86.88472611,281.0
451,USA,AL,Clay County,Ashland/lineville|Midway,Ashland/lineville,,,K26A,33.28402778,-85.80902778,324.6
452,USA,AL,Escambia County,Atmore|Malta,Atmore Muni,,,K0R1,31.01621528,-87.44675694,87.2
453,USA,AL,Lee County,Auburn|Indian Hills,Opelika/Robert G Pitts AP,,,KAUO,32.615119,-85.434014,236.5
454,USA,AL,Baldwin County,Barin|Cypress Acres Mobile Home Park,Naval Air Facility,,,KNBJ,30.38908722,-87.6352625,15.2
455,USA,AL,Baldwin County,Bay Minette|D'Olive,Bay Minette Muni,,,K1R8,30.87033333,-87.81933333,75.6
456,USA,AL,Mobile County,Bayou La Batre|CNA Estates Mobile Home Park,Roy E. Ray,,,K5R7,30.45464139,-88.21055806,26.5
457,USA,AL,Kodiak Island Borough,Bessemer Airport|Larsen Bay,Bessemer Airport,,,K2A3,57.53508333,-153.9766667,26.2
458,USA,AL,Shelby County,Bessemer|Highlands,Bessemer AP,,,KEKY,33.312611,-86.926306,213.1
459,USA,AL,Jefferson County,Birmingham|Kingsway Terrace,Birmingham Muni AP,,,KBHM,33.563889,-86.752306,198.1
460,USA,AL,Escambia County,Brewton|Riverview,Brewton AP,,,K12J,31.05083333,-87.06597222,29.9
461,USA,AL,Pike County,Brundidge|Broad View,Brundidge Muni,,,K60A,31.73280556,-85.80419444,145.1
462,USA,AL,Choctaw County,Butler|Mount Sterling,Choctaw County,,,K09A,32.11931306,-88.1274625,40.5
463,USA,AL,Wilcox County,Camden|Rockwest,Camden Muni,,,K61A,31.97974722,-87.33911528,43.3
